loan_id,customer_id,loan_type,loan_amount,interest_rate,term_months,monthly_payment,remaining_balance,open_date,status,credit_score,annual_income,debt_to_income_ratio
LOAN-1234,CUST-00040,Business,55704.26,6.56,120,634.21,37136.17,2021-08-20,Active,770,24668.32,0.297
LOAN-1235,CUST-00841,Auto,4390.53,16.77,12,399.96,0.0,2022-09-21,Closed,618,133011.39,0.473
LOAN-1236,CUST-00441,Auto,26583.71,9.94,12,2336.39,0.0,2022-01-03,Closed,569,32906.46,0.39
LOAN-1237,CUST-01283,Business,68084.6,6.27,36,2079.6,0.0,2021-11-03,Closed,738,76106.13,0.066
LOAN-1238,CUST-00304,Mortgage,32450.32,13.12,24,1544.58,0.0,2021-09-27,Closed,616,24731.72,0.295
LOAN-1239,CUST-01277,Personal,13519.95,4.21,360,66.19,12055.29,2021-09-21,Active,714,76600.73,0.128
LOAN-1240,CUST-00111,Mortgage,70274.73,12.58,60,1583.9,25767.4,2021-10-24,Active,734,24433.83,0.51
LOAN-1241,CUST-00074,Mortgage,47729.47,4.29,12,4070.49,0.0,2021-12-06,Closed,761,20000.0,0.063
LOAN-1242,CUST-01463,Mortgage,13057.2,13.11,48,351.01,4080.38,2022-03-21,Active,708,73550.99,0.341
LOAN-1243,CUST-00873,Business,35776.28,13.51,48,968.87,3726.7,2021-05-06,Active,741,50243.4,0.501
LOAN-1244,CUST-00454,Personal,8322.39,12.48,24,393.63,0.0,2022-02-28,Closed,796,37486.88,0.211
LOAN-1245,CUST-00345,Personal,32581.15,18.38,48,963.55,21177.75,2022-08-03,Defaulted,631,52138.22,0.589
LOAN-1246,CUST-01372,Mortgage,30029.33,13.81,36,1023.56,0.0,2021-10-10,Closed,674,54125.07,0.077
LOAN-1247,CUST-01196,Personal,36537.35,12.92,24,1735.68,0.0,2021-11-14,Closed,666,84651.72,0.368
LOAN-1248,CUST-00140,Mortgage,104609.12,9.98,36,3374.46,0.0,2021-06-19,Closed,850,44118.76,0.328
LOAN-1249,CUST-00681,Business,59189.53,9.29,36,1890.21,0.0,2021-12-13,Closed,744,69292.32,0.413
LOAN-1250,CUST-00363,Personal,128178.23,5.83,60,2467.92,40589.77,2021-07-03,Active,758,94499.78,0.303
LOAN-1251,CUST-01273,Personal,50543.32,12.05,36,1679.97,0.0,2021-10-09,Closed,759,93548.16,0.601
LOAN-1252,CUST-00397,Student,110751.07,16.0,24,5422.72,0.0,2021-06-28,Closed,651,38885.66,0.231
LOAN-1253,CUST-00946,Business,147895.39,6.25,360,910.62,128997.65,2021-02-11,Active,712,255463.54,0.551
LOAN-1254,CUST-00440,Mortgage,20647.21,17.97,48,606.19,8172.85,2022-07-18,Active,714,112508.44,0.309
LOAN-1255,CUST-01037,Student,59721.61,17.18,24,2957.94,0.0,2021-03-07,Closed,850,43880.12,0.195
LOAN-1256,CUST-00052,Student,35020.8,4.4,360,175.37,30935.04,2021-06-24,Late,622,86411.92,0.233
LOAN-1257,CUST-01479,Auto,51074.44,5.47,12,4383.36,0.0,2021-08-03,Closed,567,24251.64,0.416
LOAN-1258,CUST-01301,Mortgage,29831.68,16.14,60,727.67,9943.89,2021-08-08,Active,847,119676.76,0.416
LOAN-1259,CUST-01254,Student,101986.16,16.57,48,2920.18,16997.69,2021-08-17,Active,569,41927.64,0.278
LOAN-1260,CUST-01188,Auto,29481.82,9.18,24,1349.31,0.0,2021-07-12,Closed,533,200081.78,0.143
LOAN-1261,CUST-01109,Mortgage,32572.16,18.07,48,958.0,11535.97,2022-05-13,Active,776,20000.0,0.524
LOAN-1262,CUST-00376,Mortgage,15242.34,7.52,120,181.09,12066.85,2022-11-26,Active,715,92476.01,0.306
LOAN-1263,CUST-00987,Mortgage,21630.62,13.08,60,493.05,11896.84,2022-09-30,Active,703,46769.7,0.481
LOAN-1264,CUST-01190,Personal,23476.03,5.06,60,443.67,9390.41,2021-12-25,Active,755,34878.7,0.494
LOAN-1265,CUST-00413,Mortgage,79095.5,14.6,36,2726.4,0.0,2021-07-14,Closed,719,31791.12,0.507
LOAN-1266,CUST-01458,Auto,42814.4,8.24,24,1941.07,0.0,2022-09-10,Closed,724,20000.0,0.103
LOAN-1267,CUST-00592,Mortgage,103915.73,17.69,36,3740.66,20205.84,2022-07-16,Active,674,35887.15,0.558
LOAN-1268,CUST-01274,Personal,60008.66,13.08,120,898.83,47506.86,2022-11-19,Active,714,66181.64,0.302
LOAN-1269,CUST-01300,Auto,123671.35,12.51,36,4137.85,80386.38,2022-05-03,Defaulted,617,64289.54,0.574
LOAN-1270,CUST-00065,Business,30005.69,5.06,24,1317.2,0.0,2021-12-21,Closed,850,62139.38,0.679
LOAN-1271,CUST-00879,Auto,4852.47,17.51,48,141.3,2122.96,2022-09-26,Late,477,64550.99,0.412
LOAN-1272,CUST-01434,Personal,46933.78,14.22,12,4218.91,0.0,2021-11-27,Closed,784,54636.35,0.103
LOAN-1273,CUST-01474,Personal,14496.61,12.65,360,156.41,9422.8,2021-03-30,Defaulted,674,30464.89,0.369
LOAN-1274,CUST-01370,Student,23099.29,9.71,60,487.5,9624.7,2022-01-19,Active,551,50724.31,0.506
LOAN-1275,CUST-00741,Student,53668.78,6.0,24,2378.63,0.0,2022-06-08,Closed,592,34208.51,0.358
LOAN-1276,CUST-01429,Business,48722.72,17.91,24,2430.32,0.0,2022-06-11,Closed,764,77005.58,0.263
LOAN-1277,CUST-00458,Student,35729.94,6.19,36,1090.05,1985.0,2022-02-19,Active,665,78282.37,0.152
LOAN-1278,CUST-00240,Business,37701.15,8.14,36,1183.85,1047.25,2022-01-12,Active,788,66857.12,0.171
LOAN-1279,CUST-00978,Business,67995.44,4.78,120,713.91,47596.81,2021-12-13,Active,850,103397.28,0.266
LOAN-1280,CUST-00952,Auto,54914.71,14.18,36,1881.66,0.0,2021-02-07,Closed,724,79067.47,0.118
LOAN-1281,CUST-01351,Auto,54233.78,5.96,48,1272.69,35251.96,2022-09-09,Defaulted,509,39904.11,0.268
LOAN-1282,CUST-00745,Personal,40144.75,13.55,24,1918.94,0.0,2022-07-04,Closed,568,68268.6,0.301
LOAN-1283,CUST-00450,Personal,26104.53,17.19,36,933.17,5075.88,2022-07-03,Active,723,41204.7,0.568
LOAN-1284,CUST-01352,Student,30660.59,13.01,60,697.78,16863.32,2022-09-16,Active,719,51481.72,0.331
LOAN-1285,CUST-00653,Business,15083.47,3.81,36,444.05,1256.96,2022-03-26,Active,753,106475.6,0.524
LOAN-1286,CUST-00512,Student,32845.01,6.05,12,2827.61,0.0,2022-08-19,Closed,560,177175.88,0.257
LOAN-1287,CUST-00537,Mortgage,54101.57,13.76,24,2591.44,0.0,2022-03-23,Closed,742,58820.5,0.44
LOAN-1288,CUST-01158,Auto,7006.88,8.2,48,171.72,437.93,2021-03-22,Active,707,31911.43,0.389
LOAN-1289,CUST-01198,Student,30088.54,14.69,12,2711.34,0.0,2021-03-09,Closed,797,224890.14,0.381
LOAN-1290,CUST-00773,Business,16379.93,5.13,48,378.18,6824.97,2022-08-24,Active,592,66896.98,0.3
LOAN-1291,CUST-01262,Student,81063.86,7.9,360,589.18,70930.88,2021-03-24,Active,648,56355.08,0.692
LOAN-1292,CUST-00741,Mortgage,38397.21,12.22,36,1279.38,9599.3,2022-09-19,Active,592,34208.51,0.358
LOAN-1293,CUST-01087,Student,71406.29,5.66,60,1369.22,33322.94,2022-04-09,Active,789,39040.58,0.389
LOAN-1294,CUST-01385,Auto,66585.96,7.58,36,2073.68,0.0,2021-10-19,Closed,707,54315.1,0.348
LOAN-1295,CUST-00127,Mortgage,53806.7,13.25,24,2564.39,0.0,2022-03-08,Closed,711,78499.55,0.692
LOAN-1296,CUST-00497,Personal,27474.48,5.21,12,2354.67,0.0,2021-04-24,Closed,715,111918.14,0.1
LOAN-1297,CUST-00866,Mortgage,84268.74,5.44,120,912.03,54774.68,2022-09-15,Defaulted,661,76708.87,0.653
LOAN-1298,CUST-01476,Mortgage,34419.76,5.94,360,205.04,22372.84,2021-11-26,Defaulted,735,73170.27,0.229
LOAN-1299,CUST-01038,Mortgage,27472.26,15.67,24,1340.8,0.0,2021-02-10,Closed,727,62983.64,0.276
LOAN-1300,CUST-00275,Personal,36048.08,12.38,360,381.37,23431.25,2021-11-30,Defaulted,660,98052.82,0.269
LOAN-1301,CUST-00810,Business,23626.71,6.75,24,1055.15,0.0,2022-05-10,Closed,765,44499.13,0.154
LOAN-1302,CUST-00902,Student,60128.74,12.87,360,659.04,53614.79,2021-09-28,Active,850,38295.97,0.493
LOAN-1303,CUST-00545,Student,26936.01,5.66,36,815.3,0.0,2021-08-22,Closed,755,59896.63,0.277
LOAN-1304,CUST-00431,Auto,23800.48,5.92,36,723.19,0.0,2021-08-23,Closed,733,36765.88,0.509
LOAN-1305,CUST-01193,Personal,41800.6,4.53,48,953.76,12191.84,2022-02-21,Active,850,42950.68,0.095
LOAN-1306,CUST-00963,Business,46934.46,7.97,48,1145.15,20533.83,2022-09-14,Active,661,47346.95,0.254
LOAN-1307,CUST-00243,Business,22909.48,6.6,120,261.3,14891.16,2022-02-14,Defaulted,668,40118.72,0.587
LOAN-1308,CUST-00537,Student,37661.63,11.04,60,819.61,13809.26,2021-10-11,Active,742,58820.5,0.44
LOAN-1309,CUST-00023,Auto,113465.19,4.19,12,9671.4,0.0,2022-10-19,Closed,670,84229.59,0.354
LOAN-1310,CUST-00127,Mortgage,41124.45,12.11,12,3655.97,0.0,2022-04-28,Closed,711,78499.55,0.692
LOAN-1311,CUST-00188,Business,15861.92,9.47,60,332.9,10310.25,2021-07-03,Defaulted,544,68089.77,0.286
LOAN-1312,CUST-00806,Student,47244.28,10.43,48,1208.02,17716.6,2022-06-02,Late,662,44519.45,0.249
LOAN-1313,CUST-01218,Student,160450.3,16.34,360,2201.71,147079.44,2022-06-02,Active,767,32637.33,0.68
LOAN-1314,CUST-01009,Business,100863.34,5.34,120,1086.65,69763.81,2021-11-02,Active,620,20000.0,0.179
LOAN-1315,CUST-00763,Auto,33887.75,8.48,36,1069.44,22027.04,2022-09-07,Defaulted,759,38290.11,0.473
LOAN-1316,CUST-00618,Personal,63030.02,8.59,360,488.67,56902.1,2022-01-08,Active,692,62065.33,0.13
LOAN-1317,CUST-00273,Mortgage,19672.6,5.15,48,454.38,12787.19,2021-05-25,Defaulted,621,57909.49,0.084
LOAN-1318,CUST-00516,Business,114134.97,4.77,36,3408.95,0.0,2021-11-08,Closed,637,29409.0,0.236
LOAN-1319,CUST-00809,Student,76455.27,6.14,12,6585.15,0.0,2021-10-03,Closed,505,20000.0,0.283
LOAN-1320,CUST-00302,Mortgage,12193.97,10.36,120,163.58,9653.56,2022-11-11,Active,617,54737.98,0.232
LOAN-1321,CUST-01229,Auto,21698.04,11.16,36,712.01,0.0,2021-12-14,Closed,603,20000.0,0.375
LOAN-1322,CUST-00212,Auto,53421.42,17.45,24,2652.84,0.0,2021-10-08,Closed,749,114936.75,0.554
LOAN-1323,CUST-00731,Personal,19284.16,10.2,360,172.09,17516.45,2022-03-21,Active,806,39445.65,0.24
LOAN-1324,CUST-00458,Personal,40302.81,10.18,24,1863.12,0.0,2022-10-30,Closed,665,78282.37,0.152
LOAN-1325,CUST-00052,Auto,89826.92,11.76,12,7970.93,0.0,2022-11-26,Closed,622,86411.92,0.233
LOAN-1326,CUST-01335,Auto,18593.22,15.98,48,526.75,8134.53,2022-09-28,Active,721,84906.42,0.072
LOAN-1327,CUST-01087,Student,49168.84,15.3,36,1711.69,0.0,2021-03-01,Closed,789,39040.58,0.389
LOAN-1328,CUST-01493,Student,15120.96,18.15,48,445.36,2520.16,2021-08-23,Late,707,140907.29,0.33
LOAN-1329,CUST-00867,Mortgage,59286.31,16.89,60,1469.91,18774.0,2021-07-08,Active,615,154382.0,0.258
LOAN-1330,CUST-00560,Personal,34422.35,16.32,12,3128.38,0.0,2021-12-29,Closed,566,27180.36,0.649
LOAN-1331,CUST-00833,Student,47659.27,13.41,60,1094.42,19063.71,2021-12-14,Active,711,70442.94,0.43
LOAN-1332,CUST-01433,Mortgage,62615.89,11.64,120,885.37,43831.12,2021-12-13,Active,741,25032.77,0.466
LOAN-1333,CUST-01473,Student,53378.92,8.5,360,410.44,48634.13,2022-04-11,Active,719,28962.08,0.343
LOAN-1334,CUST-00106,Mortgage,57699.9,10.99,12,5099.34,0.0,2021-07-21,Closed,758,52782.3,0.212
LOAN-1335,CUST-01022,Auto,26727.65,11.38,24,1250.44,0.0,2021-08-08,Closed,550,25275.9,0.254
LOAN-1336,CUST-00290,Auto,23051.2,9.08,12,2016.72,0.0,2022-06-23,Closed,629,38821.09,0.341
LOAN-1337,CUST-00136,Business,102855.5,11.91,36,3411.85,22856.78,2022-08-07,Active,689,66509.79,0.1
LOAN-1338,CUST-01097,Business,52067.38,8.08,48,1273.07,5423.69,2021-05-02,Active,707,151471.3,0.38
LOAN-1339,CUST-01298,Student,12472.0,4.37,120,128.48,8106.8,2021-06-11,Active,709,48242.09,0.777
LOAN-1340,CUST-00412,Personal,17439.02,16.34,60,427.24,10172.76,2022-11-07,Active,726,75220.27,0.272
LOAN-1341,CUST-00075,Auto,46522.94,9.37,36,1487.44,0.0,2021-06-11,Closed,463,138424.88,0.284
LOAN-1342,CUST-00015,Business,42783.85,15.53,12,3872.31,0.0,2022-05-12,Closed,700,127328.31,0.217
LOAN-1343,CUST-00105,Personal,96827.8,15.41,60,2324.42,46800.1,2022-05-11,Active,619,40641.36,0.345
LOAN-1344,CUST-00112,Auto,26501.43,16.56,120,453.23,20538.61,2022-09-05,Active,594,142026.94,0.637
LOAN-1345,CUST-01086,Mortgage,8719.03,12.43,360,92.58,8089.32,2022-10-04,Active,755,88066.38,0.498
LOAN-1346,CUST-00337,Business,15162.18,4.52,120,157.28,9855.42,2021-02-05,Defaulted,686,89493.41,0.169
LOAN-1347,CUST-00291,Personal,27565.46,12.94,48,738.69,6891.36,2021-12-13,Active,588,90341.36,0.375
LOAN-1348,CUST-00518,Auto,27816.97,6.88,120,321.26,18312.84,2021-07-14,Active,676,79796.73,0.523
LOAN-1349,CUST-01095,Personal,55062.25,3.85,120,553.56,41755.54,2022-07-25,Active,584,140837.1,0.044
LOAN-1350,CUST-00112,Auto,74433.78,11.48,12,6595.26,0.0,2021-12-09,Closed,594,142026.94,0.637
LOAN-1351,CUST-00195,Student,19992.35,4.78,24,875.12,0.0,2021-06-19,Closed,692,94956.1,0.252
LOAN-1352,CUST-01144,Mortgage,33371.64,15.37,24,1623.95,0.0,2022-06-08,Closed,682,48521.45,0.184
LOAN-1353,CUST-00667,Student,101778.2,14.61,360,1255.25,92165.81,2022-02-21,Active,808,20000.0,0.247
LOAN-1354,CUST-00028,Mortgage,6898.94,4.22,48,156.45,2587.1,2022-06-07,Active,754,32153.11,0.409
LOAN-1355,CUST-01228,Student,24739.21,16.19,48,703.53,9792.6,2022-07-20,Active,788,43754.98,0.794
LOAN-1356,CUST-00321,Personal,17475.23,9.58,36,560.44,0.0,2021-08-26,Closed,702,52536.72,0.55
LOAN-1357,CUST-00574,Auto,49375.21,14.86,24,2390.76,0.0,2021-04-15,Closed,655,60134.21,0.273
LOAN-1358,CUST-00328,Student,24927.1,11.32,24,1165.51,0.0,2022-10-27,Closed,760,67747.59,0.508
LOAN-1359,CUST-00452,Student,9729.24,14.19,120,152.18,6486.16,2021-08-11,Active,557,52646.06,0.306
LOAN-1360,CUST-00687,Student,29446.93,11.68,120,417.05,19631.29,2021-08-11,Active,675,82567.61,0.287
LOAN-1361,CUST-01408,Business,86165.45,8.28,36,2711.26,0.0,2021-04-30,Closed,850,61042.66,0.531
LOAN-1362,CUST-00108,Personal,4676.86,11.44,360,46.1,4170.2,2021-09-23,Active,803,38216.86,0.165
LOAN-1363,CUST-01465,Auto,158550.26,11.03,48,4100.12,75972.0,2022-11-09,Active,739,122728.45,0.048
LOAN-1364,CUST-00313,Auto,90433.38,10.57,36,2942.29,0.0,2021-08-03,Closed,780,33507.92,0.378
LOAN-1365,CUST-01061,Personal,89529.4,15.44,48,2511.68,58194.11,2021-08-09,Defaulted,560,75047.06,0.25
LOAN-1366,CUST-00910,Personal,42414.12,9.29,120,543.96,32517.49,2022-08-08,Active,607,77921.07,0.586
LOAN-1367,CUST-00640,Business,42233.27,14.64,24,2040.53,0.0,2022-08-20,Closed,653,131833.9,0.531
LOAN-1368,CUST-00993,Mortgage,51389.8,4.32,120,528.15,32118.62,2021-03-01,Active,586,20000.0,0.349
LOAN-1369,CUST-00254,Business,53409.03,7.25,120,627.03,37831.4,2022-01-19,Active,651,52500.99,0.358
LOAN-1370,CUST-00638,Auto,10519.7,12.83,48,281.33,3725.73,2022-05-24,Active,791,59691.32,0.108
LOAN-1371,CUST-01368,Business,104178.99,6.42,36,3189.19,0.0,2021-11-25,Closed,663,59479.49,0.538
LOAN-1372,CUST-01464,Personal,45112.66,13.77,24,2161.09,0.0,2021-06-29,Closed,704,71199.03,0.405
LOAN-1373,CUST-00868,Personal,11809.84,14.79,36,408.18,0.0,2021-11-21,Closed,680,64519.49,0.292
LOAN-1374,CUST-00251,Student,9050.92,6.34,24,402.53,0.0,2021-12-25,Closed,737,248764.02,0.461
LOAN-1375,CUST-01031,Personal,59442.74,15.1,360,756.38,52507.75,2021-06-10,Active,473,36359.23,0.52
LOAN-1376,CUST-00981,Student,7503.22,7.31,36,232.74,0.0,2021-10-16,Closed,795,80553.04,0.481
LOAN-1377,CUST-00448,Mortgage,37422.04,6.2,24,1661.94,0.0,2022-03-30,Closed,850,119169.37,0.651
LOAN-1378,CUST-00615,Auto,33538.48,16.77,24,1654.51,0.0,2022-09-08,Closed,786,91129.22,0.234
LOAN-1379,CUST-01008,Business,27372.85,16.56,12,2490.82,0.0,2021-05-18,Closed,711,56318.29,0.515
LOAN-1380,CUST-00152,Business,74971.72,17.67,48,2189.39,24990.57,2022-04-05,Active,720,72901.11,0.313
LOAN-1381,CUST-00593,Business,21350.25,12.52,12,1902.14,0.0,2021-08-17,Closed,770,61875.05,0.128
LOAN-1382,CUST-00980,Personal,42848.43,5.29,120,460.57,27494.41,2021-05-02,Late,811,64005.87,0.274
LOAN-1383,CUST-01190,Student,16362.83,4.21,60,302.9,6272.42,2021-11-08,Active,755,34878.7,0.494
LOAN-1384,CUST-01288,Auto,40059.61,6.84,36,1234.0,11127.67,2022-10-27,Active,661,159965.83,0.027
LOAN-1385,CUST-00297,Personal,292769.46,6.22,120,3282.78,180541.17,2021-02-12,Active,667,62897.98,0.203
LOAN-1386,CUST-01131,Business,64528.64,11.41,360,634.59,41943.62,2021-11-25,Defaulted,589,77764.03,0.356
LOAN-1387,CUST-00334,Business,25781.63,11.97,24,1213.27,0.0,2021-11-25,Closed,727,32981.26,0.473
LOAN-1388,CUST-01062,Mortgage,9064.32,9.19,120,115.76,5891.81,2022-12-01,Defaulted,588,100361.85,0.396
LOAN-1389,CUST-00424,Auto,12223.78,6.78,48,291.47,509.32,2021-02-02,Active,761,51359.96,0.483
LOAN-1390,CUST-00948,Student,73625.26,6.92,60,1455.09,47856.42,2022-05-16,Defaulted,772,62338.54,0.403
LOAN-1391,CUST-00622,Personal,48863.51,7.51,48,1181.69,17305.83,2022-05-01,Active,632,32797.23,0.353
LOAN-1392,CUST-00980,Business,44910.12,4.55,48,1025.12,20583.81,2022-10-06,Active,811,64005.87,0.274
LOAN-1393,CUST-00035,Personal,19297.84,11.54,48,503.84,9246.88,2022-11-12,Active,773,124490.51,0.333
LOAN-1394,CUST-00043,Personal,16486.19,6.09,48,387.86,686.92,2021-02-14,Active,850,61832.22,0.289
LOAN-1395,CUST-00894,Auto,28541.63,11.26,36,937.93,6342.58,2022-08-31,Active,677,79075.19,0.451
LOAN-1396,CUST-01026,Auto,10465.76,11.37,36,344.47,0.0,2021-07-31,Closed,628,148422.04,0.309
LOAN-1397,CUST-01291,Student,81583.44,3.96,120,824.44,61187.58,2022-06-29,Active,638,105714.36,0.312
LOAN-1398,CUST-00070,Student,7739.01,10.18,24,357.76,0.0,2022-06-06,Closed,752,78293.53,0.383
LOAN-1399,CUST-01013,Business,17263.95,16.55,360,239.83,15105.96,2021-03-29,Active,727,40850.24,0.164
LOAN-1400,CUST-00012,Personal,81740.12,16.12,360,1107.12,75382.56,2022-08-01,Active,825,58705.91,0.021
LOAN-1401,CUST-00768,Personal,20874.72,17.21,120,365.58,13568.57,2021-06-02,Active,694,66867.26,0.234
LOAN-1402,CUST-01241,Student,73328.57,10.94,12,6478.85,0.0,2021-08-17,Closed,684,63241.06,0.138
LOAN-1403,CUST-01171,Personal,124535.99,13.01,48,3341.61,57079.0,2022-10-25,Active,652,126644.06,0.137
LOAN-1404,CUST-00838,Auto,39840.81,13.43,360,454.15,36078.07,2022-02-15,Active,633,122457.32,0.44
LOAN-1405,CUST-01158,Personal,18167.45,3.6,48,406.96,6434.31,2022-05-22,Active,707,31911.43,0.389
LOAN-1406,CUST-00644,Student,6599.39,12.2,60,147.47,2749.75,2022-01-31,Active,850,43129.84,0.371
LOAN-1407,CUST-01164,Student,86046.05,15.78,24,4204.04,0.0,2021-02-14,Closed,565,41139.7,0.451
LOAN-1408,CUST-01397,Personal,14619.47,4.33,60,271.42,7066.08,2022-05-22,Active,710,47696.02,0.365
LOAN-1409,CUST-01185,Mortgage,96246.15,10.74,24,4474.22,0.0,2022-05-30,Closed,713,89019.95,0.203
LOAN-1410,CUST-00444,Business,81370.8,4.72,360,423.0,74589.9,2022-06-02,Active,742,87944.17,0.114
LOAN-1411,CUST-00536,Business,38796.74,5.24,60,736.42,25217.88,2021-04-14,Defaulted,543,44698.71,0.179
LOAN-1412,CUST-01000,Auto,41497.08,10.14,12,3650.96,0.0,2022-03-06,Closed,767,38770.17,0.573
LOAN-1413,CUST-00577,Student,23017.59,6.92,48,550.33,1918.13,2021-04-04,Active,650,22332.35,0.25
LOAN-1414,CUST-00950,Auto,79233.35,14.55,60,1866.29,51501.68,2021-04-09,Defaulted,690,30789.86,0.315
LOAN-1415,CUST-01009,Student,85336.58,9.32,12,7475.48,0.0,2021-02-16,Closed,620,20000.0,0.179
LOAN-1416,CUST-00530,Mortgage,72910.26,16.28,36,2573.4,47391.67,2022-06-15,Defaulted,527,153525.53,0.332
LOAN-1417,CUST-01088,Auto,180094.23,17.56,120,3194.19,124565.18,2021-11-17,Active,683,178769.23,0.14
LOAN-1418,CUST-00592,Personal,52600.53,12.35,60,1179.39,22793.56,2022-02-22,Active,674,35887.15,0.558
LOAN-1419,CUST-00289,Student,33207.34,11.95,36,1102.17,3689.7,2022-04-24,Active,840,64771.35,0.637
LOAN-1420,CUST-01103,Student,23383.84,6.22,120,262.2,14809.77,2021-04-25,Active,763,41725.04,0.251
LOAN-1421,CUST-00257,Auto,31849.63,14.46,36,1095.67,0.0,2021-07-22,Closed,763,46110.82,0.311
LOAN-1422,CUST-00446,Auto,7852.05,16.02,120,131.63,5365.57,2021-10-22,Late,705,21234.18,0.78
LOAN-1423,CUST-00296,Personal,18707.2,3.5,24,808.2,0.0,2021-11-03,Closed,705,107026.45,0.282
LOAN-1424,CUST-00518,Student,28675.25,10.21,24,1326.0,0.0,2022-09-08,Closed,676,79796.73,0.523
LOAN-1425,CUST-01428,Student,8026.44,16.23,360,109.43,7424.46,2022-09-04,Active,718,103527.06,0.092
LOAN-1426,CUST-00106,Business,30807.29,10.37,60,660.19,16944.01,2022-09-14,Active,758,52782.3,0.212
LOAN-1427,CUST-01440,Mortgage,32287.08,14.04,36,1104.12,7174.91,2022-08-13,Active,640,38099.02,0.134
LOAN-1428,CUST-00890,Mortgage,34771.64,14.59,120,552.29,22022.04,2021-04-11,Active,549,86661.19,0.064
LOAN-1429,CUST-01112,Personal,10884.71,14.36,24,524.46,0.0,2021-11-21,Closed,707,46606.4,0.316
LOAN-1430,CUST-00619,Student,136114.29,16.46,36,4816.34,34028.57,2022-09-27,Active,722,65635.39,0.419
LOAN-1431,CUST-01482,Auto,24414.59,9.5,360,205.29,21701.86,2021-08-30,Active,714,32520.87,0.104
LOAN-1432,CUST-00768,Student,75731.62,15.44,360,984.28,67106.63,2021-07-01,Active,694,66867.26,0.234
LOAN-1433,CUST-01040,Mortgage,25019.94,7.78,36,781.5,1390.0,2022-02-08,Active,770,30113.96,0.158
LOAN-1434,CUST-01109,Personal,113589.15,11.44,36,3742.48,37863.05,2022-12-02,Active,776,20000.0,0.524
LOAN-1435,CUST-00302,Student,86110.18,8.02,36,2699.17,0.0,2021-07-19,Closed,617,54737.98,0.232
LOAN-1436,CUST-00686,Personal,58138.72,14.52,48,1603.93,20590.8,2022-05-09,Active,850,33789.1,0.112
LOAN-1437,CUST-00170,Business,38214.37,10.5,60,821.38,17833.37,2022-04-28,Active,775,70484.32,0.166
LOAN-1438,CUST-00120,Business,31167.46,5.65,12,2677.46,0.0,2022-03-01,Closed,779,33038.17,0.251
LOAN-1439,CUST-01278,Business,39754.0,17.88,60,1006.9,25840.1,2021-12-31,Defaulted,648,149228.62,0.112
LOAN-1440,CUST-00158,Mortgage,24946.85,6.2,36,761.19,0.0,2021-10-28,Closed,757,43694.49,0.22
LOAN-1441,CUST-00435,Mortgage,29217.23,12.4,60,655.84,18991.2,2022-05-10,Defaulted,685,41858.16,0.382
LOAN-1442,CUST-00581,Student,18367.1,11.06,60,399.9,10101.91,2022-09-12,Active,773,40522.64,0.2
LOAN-1443,CUST-00532,Business,35481.41,4.24,360,174.34,31341.91,2021-06-28,Active,831,35202.92,0.356
LOAN-1444,CUST-00696,Personal,23488.33,15.89,48,664.34,3914.72,2021-08-31,Active,803,147161.59,0.182
LOAN-1445,CUST-00365,Auto,18567.72,5.38,48,430.81,8897.03,2022-11-23,Active,664,113922.59,0.345
LOAN-1446,CUST-00258,Mortgage,77974.61,12.98,120,1163.33,51983.07,2021-08-13,Active,701,79431.42,0.319
LOAN-1447,CUST-00356,Mortgage,62035.53,17.1,360,889.46,55315.01,2021-09-17,Active,563,33990.82,0.075
LOAN-1448,CUST-00923,Auto,9523.26,5.99,360,57.04,8359.31,2021-04-24,Active,632,40338.61,0.301
LOAN-1449,CUST-00994,Student,102669.38,4.84,48,2356.97,42778.91,2022-08-29,Active,750,58743.39,0.223
LOAN-1450,CUST-00009,Student,61990.96,9.03,120,786.28,40810.72,2021-07-26,Active,777,83819.58,0.476
LOAN-1451,CUST-00298,Mortgage,18092.85,7.28,360,123.79,16585.11,2022-06-18,Active,420,82988.41,0.392
LOAN-1452,CUST-01139,Student,44244.62,16.71,48,1270.05,21200.55,2022-11-23,Active,743,54084.23,0.199
LOAN-1453,CUST-01093,Student,23681.29,12.87,48,633.78,7893.76,2022-04-02,Active,528,37642.17,0.188
LOAN-1454,CUST-01379,Auto,54144.6,12.49,24,2561.18,0.0,2021-03-13,Closed,595,127768.9,0.23
LOAN-1455,CUST-01385,Student,10902.41,9.59,36,349.7,2725.6,2022-09-19,Active,707,54315.1,0.348
LOAN-1456,CUST-01331,Mortgage,17138.78,10.86,36,559.97,0.0,2021-10-01,Closed,654,28070.86,0.435
LOAN-1457,CUST-00365,Mortgage,186407.43,8.36,12,16246.33,0.0,2021-12-06,Closed,664,113922.59,0.345
LOAN-1458,CUST-00110,Auto,37917.12,12.98,120,565.7,23382.22,2021-02-10,Active,628,86659.46,0.255
LOAN-1459,CUST-00492,Personal,32156.41,9.14,120,409.78,24921.22,2022-09-22,Active,650,36935.27,0.289
LOAN-1460,CUST-00162,Student,53790.29,13.72,48,1462.36,7844.42,2021-07-18,Late,496,51543.54,0.556
LOAN-1461,CUST-01307,Personal,21428.04,16.68,360,299.93,19939.98,2022-11-01,Active,643,80849.14,0.762
LOAN-1462,CUST-00143,Auto,8487.0,12.25,120,122.99,6365.25,2022-06-19,Active,664,62368.36,0.495
